SKU,Column,Attribute,Value,UOM,Provenance,Certified,Nonconformity,Source Quote,Verifier Signals
25-A,ATTRIBUTE_LABEL 2,brand,Brand,,derived,yes,,,
25-A,ATTRIBUTE_LABEL 3,material,Material,,derived,yes,,,
25-A,ATTRIBUTE_LABEL 4,color,Color,,derived,yes,,,"dimensional: abstained (color is text, not a physical quantity) ; constraint: abstained (no constraint in generic mentions color) ; identity: abstained (color is not an identity claim) ; vocabulary: abstained (color is text, not a controlled term)"
25-A,ATTRIBUTE_VALUE 4,color,Charcoal Black,,extracted,no,,Charcoal Black,"dimensional: abstained (color is text, not a physical quantity) ; constraint: abstained (no constraint in generic mentions color) ; identity: abstained (color is not an identity claim) ; vocabulary: abstained (color is text, not a controlled term)"
25-A,ATTRIBUTE_LABEL 5,size,Size,,derived,yes,,,"dimensional: abstained (size is text, not a physical quantity) ; constraint: abstained (no constraint in generic mentions size) ; identity: abstained (size is not an identity claim) ; vocabulary: abstained (size is text, not a controlled term)"
25-A,ATTRIBUTE_VALUE 5,size,25-A,,extracted,no,,25-A,"dimensional: abstained (size is text, not a physical quantity) ; constraint: abstained (no constraint in generic mentions size) ; identity: abstained (size is not an identity claim) ; vocabulary: abstained (size is text, not a controlled term)"
25-A,ATTRIBUTE_LABEL 6,quantity,Quantity,,derived,yes,,,
25-A,UNSPSC,,30111600,,routed,yes,,Mortar | Type | Charcoal | Type N,
38-E,Dept,,Building Materials,,routed,yes,,Mortar | Type | Chocolate | Type N,
38-E,Class,,Concrete & Masonry,,routed,yes,,Mortar | Type | Chocolate | Type N,
38-E,Fine,,Mortar & Grout,,routed,yes,,Mortar | Type | Chocolate | Type N,
38-E,Mfg_Part_Num,,38-E,,passthrough,yes,,,
38-E,Part_Desc,,Dark Chocolate 38-E Mortar - Type N,,passthrough,yes,,,
38-E,E1_Brand,,-- Unbranded --,,passthrough,yes,,,
38-E,Unilog_Brand,,-- No Unilog Brand --,,passthrough,yes,,,
38-E,DIB_Brand,,-- No DIB Brand --,,passthrough,yes,,,
38-E,Part_Manuf,,Rees Cast Stone Company (REECA),,passthrough,yes,,,
38-E,MANUFACTURER_NAME,,Rees Cast Stone Company,,passthrough,yes,,,
38-E,BRAND_NAME,,Dark Chocolate,,passthrough,yes,,,
38-E,MANUFACTURER_PART_NUMBER,,38-E,,passthrough,yes,,,
38-E,Classpath,,"Building Materials>Concrete, Cement & Masonry>Mortar",,routed,yes,,Mortar | Type | Chocolate | Type N,
38-E,MOBILE_DESC,,"Rees Cast Stone Company Dark Chocolate, Mortar, 38-E, 38-E, N",,composed,yes,,Mortar | 38-E | N,
38-E,INVOICE_DESC,,MORTAR 38-E N,,composed,yes,,Mortar | 38-E | N,
38-E,SHORT_DESC,,"Dark Chocolate 38-E Mortar, 38-E, N",,composed,yes,,Mortar | 38-E | N,
38-E,LONG_DESC1,,"Dark Chocolate Mortar, 38-E, N",,composed,yes,,Mortar | 38-E | N,
38-E,RETAIL_DESC,,"Mortar, 38-E, N",,composed,yes,,Mortar | 38-E | N,
38-E,Product Name,product_name,Mortar,,derived,yes,,Mortar,"dimensional: abstained (product_name is text, not a physical quantity) ; constraint: abstained (no constraint in generic mentions product_name) ; identity: 1.00 (product_name 'Mortar' appears verbatim in the source) ; vocabulary: abstained (product_name is text, not a controlled term)"
38-E,ATTRIBUTE_LABEL 1,product_name,Product Name,,derived,yes,,,"dimensional: abstained (product_name is text, not a physical quantity) ; constraint: abstained (no constraint in generic mentions product_name) ; identity: 1.00 (product_name 'Mortar' appears verbatim in the source) ; vocabulary: abstained (product_name is text, not a controlled term)"
38-E,ATTRIBUTE_VALUE 1,product_name,Mortar,,extracted,no,,Mortar,"dimensional: abstained (product_name is text, not a physical quantity) ; constraint: abstained (no constraint in generic mentions product_name) ; identity: 1.00 (product_name 'Mortar' appears verbatim in the source) ; vocabulary: abstained (product_name is text, not a controlled term)"
38-E,ATTRIBUTE_LABEL 2,brand,Brand,,derived,yes,,,"dimensional: abstained (brand is text, not a physical quantity) ; constraint: abstained (no constraint in generic mentions brand) ; identity: 1.00 (brand 'Dark Chocolate' appears verbatim in the source) ; vocabulary: abstained (brand is text, not a controlled term)"
38-E,ATTRIBUTE_VALUE 2,brand,Dark Chocolate,,extracted,no,,Dark Chocolate,"dimensional: abstained (brand is text, not a physical quantity) ; constraint: abstained (no constraint in generic mentions brand) ; identity: 1.00 (brand 'Dark Chocolate' appears verbatim in the source) ; vocabulary: abstained (brand is text, not a controlled term)"
38-E,ATTRIBUTE_LABEL 3,material,Material,,derived,yes,,,"dimensional: abstained (material is text, not a physical quantity) ; constraint: abstained (no constraint in generic mentions material) ; identity: abstained (material is not an identity claim) ; vocabulary: abstained (material is text, not a controlled term)"
38-E,ATTRIBUTE_VALUE 3,material,38-E,,extracted,no,,38-E,"dimensional: abstained (material is text, not a physical quantity) ; constraint: abstained (no constraint in generic mentions material) ; identity: abstained (material is not an identity claim) ; vocabulary: abstained (material is text, not a controlled term)"
38-E,ATTRIBUTE_LABEL 4,color,Color,,derived,yes,,,"dimensional: abstained (color is text, not a physical quantity) ; constraint: abstained (no constraint in generic mentions color) ; identity: abstained (color is not an identity claim) ; vocabulary: abstained (color is text, not a controlled term)"
38-E,ATTRIBUTE_VALUE 4,color,N,,extracted,no,,N,"dimensional: abstained (color is text, not a physical quantity) ; constraint: abstained (no constraint in generic mentions color) ; identity: abstained (color is not an identity claim) ; vocabulary: abstained (color is text, not a controlled term)"
38-E,ATTRIBUTE_LABEL 5,size,Size,,derived,yes,,,
38-E,ATTRIBUTE_LABEL 6,quantity,Quantity,,derived,yes,,,
38-E,UNSPSC,,30111600,,routed,yes,,Mortar | Type | Chocolate | Type N,
59-J,Dept,,Building Materials,,routed,yes,,Mortar | Type | Buff | Type N,
59-J,Class,,Concrete & Masonry,,routed,yes,,Mortar | Type | Buff | Type N,
59-J,Fine,,Mortar & Grout,,routed,yes,,Mortar | Type | Buff | Type N,
59-J,Mfg_Part_Num,,59-J,,passthrough,yes,,,
59-J,Part_Desc,,Light Buff 59-J Mortar - Type N,,passthrough,yes,,,
59-J,E1_Brand,,-- Unbranded --,,passthrough,yes,,,
59-J,Unilog_Brand,,-- No Unilog Brand --,,passthrough,yes,,,
59-J,DIB_Brand,,-- No DIB Brand --,,passthrough,yes,,,
59-J,Part_Manuf,,Rees Cast Stone Company (REECA),,passthrough,yes,,,
59-J,MANUFACTURER_NAME,,Rees Cast Stone Company,,passthrough,yes,,,
59-J,MANUFACTURER_PART_NUMBER,,59-J,,passthrough,yes,,,
59-J,Classpath,,"Building Materials>Concrete, Cement & Masonry>Mortar",,routed,yes,,Mortar | Type | Buff | Type N,
59-J,MOBILE_DESC,,"Rees Cast Stone Company, Light Buff 59-J Mortar, 59-J",,composed,yes,,Light Buff 59-J Mortar,
59-J,INVOICE_DESC,,LIGHT BUFF 59-J MORTAR,,composed,yes,,Light Buff 59-J Mortar,
59-J,SHORT_DESC,,59-J Light Buff 59-J Mortar,,composed,yes,,Light Buff 59-J Mortar,
59-J,LONG_DESC1,,Light Buff 59-J Mortar,,composed,yes,,Light Buff 59-J Mortar,
59-J,RETAIL_DESC,,Light Buff 59-J Mortar,,composed,yes,,Light Buff 59-J Mortar,
59-J,Product Name,product_name,Light Buff 59-j Mortar,,derived,yes,,Light Buff 59-J Mortar,"dimensional: abstained (product_name is text, not a physical quantity) ; constraint: abstained (no constraint in generic mentions product_name) ; identity: 1.00 (product_name 'Light Buff 59-J Mortar' appears verbatim in the source) ; vocabulary: abstained (product_name is text, not a controlled term)"
59-J,ATTRIBUTE_LABEL 1,product_name,Product Name,,derived,yes,,,"dimensional: abstained (product_name is text, not a physical quantity) ; constraint: abstained (no constraint in generic mentions product_name) ; identity: 1.00 (product_name 'Light Buff 59-J Mortar' appears verbatim in the source) ; vocabulary: abstained (product_name is text, not a controlled term)"
59-J,ATTRIBUTE_VALUE 1,product_name,Light Buff 59-J Mortar,,extracted,no,,Light Buff 59-J Mortar,"dimensional: abstained (product_name is text, not a physical quantity) ; constraint: abstained (no constraint in generic mentions product_name) ; identity: 1.00 (product_name 'Light Buff 59-J Mortar' appears verbatim in the source) ; vocabulary: abstained (product_name is text, not a controlled term)"
59-J,ATTRIBUTE_LABEL 2,brand,Brand,,derived,yes,,,
59-J,ATTRIBUTE_LABEL 3,material,Material,,derived,yes,,,
59-J,ATTRIBUTE_LABEL 4,color,Color,,derived,yes,,,
59-J,ATTRIBUTE_LABEL 5,size,Size,,derived,yes,,,
59-J,ATTRIBUTE_LABEL 6,quantity,Quantity,,derived,yes,,,
59-J,UNSPSC,,30111600,,routed,yes,,Mortar | Type | Buff | Type N,
44-A,Dept,,Building Materials,,routed,yes,,Mortar | Type | Chocolate | Type N,
44-A,Class,,Concrete & Masonry,,routed,yes,,Mortar | Type | Chocolate | Type N,
44-A,Fine,,Mortar & Grout,,routed,yes,,Mortar | Type | Chocolate | Type N,
44-A,Mfg_Part_Num,,44-A,,passthrough,yes,,,
44-A,Part_Desc,,Light Chocolate 44-A Mortar - Type N,,passthrough,yes,,,
44-A,E1_Brand,,-- Unbranded --,,passthrough,yes,,,
44-A,Unilog_Brand,,-- No Unilog Brand --,,passthrough,yes,,,
44-A,DIB_Brand,,-- No DIB Brand --,,passthrough,yes,,,
44-A,Part_Manuf,,Rees Cast Stone Company (REECA),,passthrough,yes,,,
44-A,MANUFACTURER_NAME,,Rees Cast Stone Company,,passthrough,yes,,,
44-A,BRAND_NAME,,Light Chocolate,,passthrough,yes,,,
44-A,MANUFACTURER_PART_NUMBER,,44-A,,passthrough,yes,,,
44-A,Classpath,,"Building Materials>Concrete, Cement & Masonry>Mortar",,routed,yes,,Mortar | Type | Chocolate | Type N,
44-A,MOBILE_DESC,,"Rees Cast Stone Company Light Chocolate, Mortar, 44-A, 44-A, N",,composed,yes,,Mortar | 44-A | N,
44-A,INVOICE_DESC,,MORTAR 44-A N,,composed,yes,,Mortar | 44-A | N,
44-A,SHORT_DESC,,"Light Chocolate 44-A Mortar, 44-A, N",,composed,yes,,Mortar | 44-A | N,
44-A,LONG_DESC1,,"Light Chocolate Mortar, 44-A, N",,composed,yes,,Mortar | 44-A | N,
44-A,RETAIL_DESC,,"Mortar, 44-A, N",,composed,yes,,Mortar | 44-A | N,
44-A,Product Name,product_name,Mortar,,derived,yes,,Mortar,"dimensional: abstained (product_name is text, not a physical quantity) ; constraint: abstained (no constraint in generic mentions product_name) ; identity: 1.00 (product_name 'Mortar' appears verbatim in the source) ; vocabulary: abstained (product_name is text, not a controlled term)"
44-A,ATTRIBUTE_LABEL 1,product_name,Product Name,,derived,yes,,,"dimensional: abstained (product_name is text, not a physical quantity) ; constraint: abstained (no constraint in generic mentions product_name) ; identity: 1.00 (product_name 'Mortar' appears verbatim in the source) ; vocabulary: abstained (product_name is text, not a controlled term)"
44-A,ATTRIBUTE_VALUE 1,product_name,Mortar,,extracted,no,,Mortar,"dimensional: abstained (product_name is text, not a physical quantity) ; constraint: abstained (no constraint in generic mentions product_name) ; identity: 1.00 (product_name 'Mortar' appears verbatim in the source) ; vocabulary: abstained (product_name is text, not a controlled term)"
44-A,ATTRIBUTE_LABEL 2,brand,Brand,,derived,yes,,,"dimensional: abstained (brand is text, not a physical quantity) ; constraint: abstained (no constraint in generic mentions brand) ; identity: 1.00 (brand 'Light Chocolate' appears verbatim in the source) ; vocabulary: abstained (brand is text, not a controlled term)"
44-A,ATTRIBUTE_VALUE 2,brand,Light Chocolate,,extracted,no,,Light Chocolate,"dimensional: abstained (brand is text, not a physical quantity) ; constraint: abstained (no constraint in generic mentions brand) ; identity: 1.00 (brand 'Light Chocolate' appears verbatim in the source) ; vocabulary: abstained (brand is text, not a controlled term)"
44-A,ATTRIBUTE_LABEL 3,material,Material,,derived,yes,,,"dimensional: abstained (material is text, not a physical quantity) ; constraint: abstained (no constraint in generic mentions material) ; identity: abstained (material is not an identity claim) ; vocabulary: abstained (material is text, not a controlled term)"
44-A,ATTRIBUTE_VALUE 3,material,44-A,,extracted,no,,44-A,"dimensional: abstained (material is text, not a physical quantity) ; constraint: abstained (no constraint in generic mentions material) ; identity: abstained (material is not an identity claim) ; vocabulary: abstained (material is text, not a controlled term)"
44-A,ATTRIBUTE_LABEL 4,color,Color,,derived,yes,,,"dimensional: abstained (color is text, not a physical quantity) ; constraint: abstained (no constraint in generic mentions color) ; identity: abstained (color is not an identity claim) ; vocabulary: abstained (color is text, not a controlled term)"
44-A,ATTRIBUTE_VALUE 4,color,N,,extracted,no,,N,"dimensional: abstained (color is text, not a physical quantity) ; constraint: abstained (no constraint in generic mentions color) ; identity: abstained (color is not an identity claim) ; vocabulary: abstained (color is text, not a controlled term)"
44-A,ATTRIBUTE_LABEL 5,size,Size,,derived,yes,,,
44-A,ATTRIBUTE_LABEL 6,quantity,Quantity,,derived,yes,,,
44-A,UNSPSC,,30111600,,routed,yes,,Mortar | Type | Chocolate | Type N,
543302126,Dept,,Building Materials,,routed,yes,,Balusters | Rail | Horiz | Kit | T-Rail,
543302126,Class,,Decking & Railing,,routed,yes,,Balusters | Rail | Horiz | Kit | T-Rail,
543302126,Fine,,Railing Systems & Components,,routed,yes,,Balusters | Rail | Horiz | Kit | T-Rail,
543302126,Mfg_Part_Num,,543302126,,passthrough,yes,,,
543302126,Part_Desc,,6' Wh Select T-Rail Kit Horiz - w/Sq Composite Balusters,,passthrough,yes,,,
543302126,E1_Brand,,TREX,,passthrough,yes,,,
543302126,Unilog_Brand,,-- No Unilog Brand --,,passthrough,yes,,,
543302126,DIB_Brand,,-- No DIB Brand --,,passthrough,yes,,,
543302126,Part_Manuf,,U S Lumber (3073),,passthrough,yes,,,
543302126,MANUFACTURER_NAME,,U S Lumber,,passthrough,yes,,,
543302126,BRAND_NAME,,TREX,,passthrough,yes,,,
543302126,MANUFACTURER_PART_NUMBER,,543302126,,passthrough,yes,,,
543302126,Classpath,,Building Materials>Decking & Porch>Railing,,routed,yes,,Balusters | Rail | Horiz | Kit | T-Rail,
543302126,MOBILE_DESC,,"U S Lumber TREX, T-Rail, 543302126, composite, kit Assembly",,composed,yes,,Composite | Kit,
543302126,INVOICE_DESC,,T-RAIL COMP KIT,,composed,yes,,Composite | Kit,
543302126,SHORT_DESC,,"TREX 543302126 T-Rail, composite, kit Assembly",,composed,yes,,Composite | Kit,
543302126,LONG_DESC1,,"TREX T-Rail, composite, kit Assembly",,composed,yes,,Composite | Kit,
543302126,RETAIL_DESC,,"T-Rail, composite, kit Assembly",,composed,yes,,Composite | Kit,
543302126,Product Name,component_type,T-Rail,,derived,yes,,T-Rail,"dimensional: abstained (component_type is nominal, not a physical quantity) ; constraint: abstained (no constraint in decking.railing mentions component_type) ; identity: abstained (component_type is not an identity claim) ; vocabulary: 0.00 ('T-Rail' is not a term component_type accepts. This category allows 'rail section', 'rail kit', 'rail panel', 'support post', 'post sleeve', 'post cap' (+3 more). A plausible-sounding value outside the vocabulary is exactly the failure a confidence score does not catch.)"
543302126,ATTRIBUTE_LABEL 1,component_type,Product Name,,derived,yes,,,"dimensional: abstained (component_type is nominal, not a physical quantity) ; constraint: abstained (no constraint in decking.railing mentions component_type) ; identity: abstained (component_type is not an identity claim) ; vocabulary: 0.00 ('T-Rail' is not a term component_type accepts. This category allows 'rail section', 'rail kit', 'rail panel', 'support post', 'post sleeve', 'post cap' (+3 more). A plausible-sounding value outside the vocabulary is exactly the failure a confidence score does not catch.)"
543302126,ATTRIBUTE_VALUE 1,component_type,T-Rail,,extracted,no,,T-Rail,"dimensional: abstained (component_type is nominal, not a physical quantity) ; constraint: abstained (no constraint in decking.railing mentions component_type) ; identity: abstained (component_type is not an identity claim) ; vocabulary: 0.00 ('T-Rail' is not a term component_type accepts. This category allows 'rail section', 'rail kit', 'rail panel', 'support post', 'post sleeve', 'post cap' (+3 more). A plausible-sounding value outside the vocabulary is exactly the failure a confidence score does not catch.)"
543302126,ATTRIBUTE_LABEL 2,length,Length,,derived,yes,,,
543302126,ATTRIBUTE_LABEL 3,height,Height,,derived,yes,,,
543302126,ATTRIBUTE_LABEL 4,material,Material,,derived,yes,,,"dimensional: abstained (material is nominal, not a physical quantity) ; constraint: abstained (no constraint in decking.railing mentions material) ; identity: abstained (material is not an identity claim) ; vocabulary: 1.00 ('composite' is a declared term for material)"
543302126,ATTRIBUTE_VALUE 4,material,composite,,extracted,no,,Composite,"dimensional: abstained (material is nominal, not a physical quantity) ; constraint: abstained (no constraint in decking.railing mentions material) ; identity: abstained (material is not an identity claim) ; vocabulary: 1.00 ('composite' is a declared term for material)"
543302126,ATTRIBUTE_LABEL 5,baluster_style,Baluster Style,,derived,yes,,,
543302126,ATTRIBUTE_LABEL 6,orientation,Orientation,,derived,yes,,,
543302126,ATTRIBUTE_LABEL 7,colour,Color,,derived,yes,,,
543302126,ATTRIBUTE_LABEL 8,assembly,Assembly,,derived,yes,,,"dimensional: abstained (assembly is nominal, not a physical quantity) ; constraint: abstained (no constraint in decking.railing mentions assembly) ; identity: abstained (assembly is not an identity claim) ; vocabulary: 1.00 ('kit' is a declared term for assembly)"
543302126,ATTRIBUTE_VALUE 8,assembly,kit,,extracted,no,,Kit,"dimensional: abstained (assembly is nominal, not a physical quantity) ; constraint: abstained (no constraint in decking.railing mentions assembly) ; identity: abstained (assembly is not an identity claim) ; vocabulary: 1.00 ('kit' is a declared term for assembly)"
543302126,UNSPSC,,30151800,,routed,yes,,Balusters | Rail | Horiz | Kit | T-Rail,
543302146,Dept,,Building Materials,,routed,yes,,Balusters | Rail | Horiz | Kit | T-Rail,
543302146,Class,,Decking & Railing,,routed,yes,,Balusters | Rail | Horiz | Kit | T-Rail,
543302146,Fine,,Railing Systems & Components,,routed,yes,,Balusters | Rail | Horiz | Kit | T-Rail,
543302146,Mfg_Part_Num,,543302146,,passthrough,yes,,,
543302146,Part_Desc,,8' Wh Select T-Rail Kit Horiz - w/Sq Composite Balusters,,passthrough,yes,,,
543302146,E1_Brand,,TREX,,passthrough,yes,,,
543302146,Unilog_Brand,,-- No Unilog Brand --,,passthrough,yes,,,
543302146,DIB_Brand,,-- No DIB Brand --,,passthrough,yes,,,
543302146,Part_Manuf,,U S Lumber (3073),,passthrough,yes,,,
543302146,MANUFACTURER_NAME,,U S Lumber,,passthrough,yes,,,
543302146,BRAND_NAME,,TREX,,passthrough,yes,,,
543302146,MANUFACTURER_PART_NUMBER,,543302146,,passthrough,yes,,,
543302146,Classpath,,Building Materials>Decking & Porch>Railing,,routed,yes,,Balusters | Rail | Horiz | Kit | T-Rail,
543302146,MOBILE_DESC,,"U S Lumber TREX, T-Rail, 543302146, composite, kit Assembly",,composed,yes,,Composite | Kit,
543302146,INVOICE_DESC,,T-RAIL COMP KIT,,composed,yes,,Composite | Kit,
543302146,SHORT_DESC,,"TREX 543302146 T-Rail, composite, kit Assembly",,composed,yes,,Composite | Kit,
543302146,LONG_DESC1,,"TREX T-Rail, composite, kit Assembly",,composed,yes,,Composite | Kit,
543302146,RETAIL_DESC,,"T-Rail, composite, kit Assembly",,composed,yes,,Composite | Kit,
543302146,Product Name,component_type,T-Rail,,derived,yes,,T-Rail,"dimensional: abstained (component_type is nominal, not a physical quantity) ; constraint: abstained (no constraint in decking.railing mentions component_type) ; identity: abstained (component_type is not an identity claim) ; vocabulary: 0.00 ('T-Rail' is not a term component_type accepts. This category allows 'rail section', 'rail kit', 'rail panel', 'support post', 'post sleeve', 'post cap' (+3 more). A plausible-sounding value outside the vocabulary is exactly the failure a confidence score does not catch.)"
543302146,ATTRIBUTE_LABEL 1,component_type,Product Name,,derived,yes,,,"dimensional: abstained (component_type is nominal, not a physical quantity) ; constraint: abstained (no constraint in decking.railing mentions component_type) ; identity: abstained (component_type is not an identity claim) ; vocabulary: 0.00 ('T-Rail' is not a term component_type accepts. This category allows 'rail section', 'rail kit', 'rail panel', 'support post', 'post sleeve', 'post cap' (+3 more). A plausible-sounding value outside the vocabulary is exactly the failure a confidence score does not catch.)"
543302146,ATTRIBUTE_VALUE 1,component_type,T-Rail,,extracted,no,,T-Rail,"dimensional: abstained (component_type is nominal, not a physical quantity) ; constraint: abstained (no constraint in decking.railing mentions component_type) ; identity: abstained (component_type is not an identity claim) ; vocabulary: 0.00 ('T-Rail' is not a term component_type accepts. This category allows 'rail section', 'rail kit', 'rail panel', 'support post', 'post sleeve', 'post cap' (+3 more). A plausible-sounding value outside the vocabulary is exactly the failure a confidence score does not catch.)"
543302146,ATTRIBUTE_LABEL 2,length,Length,,derived,yes,,,
543302146,ATTRIBUTE_LABEL 3,height,Height,,derived,yes,,,
543302146,ATTRIBUTE_LABEL 4,material,Material,,derived,yes,,,"dimensional: abstained (material is nominal, not a physical quantity) ; constraint: abstained (no constraint in decking.railing mentions material) ; identity: abstained (material is not an identity claim) ; vocabulary: 1.00 ('composite' is a declared term for material)"
543302146,ATTRIBUTE_VALUE 4,material,composite,,extracted,no,,Composite,"dimensional: abstained (material is nominal, not a physical quantity) ; constraint: abstained (no constraint in decking.railing mentions material) ; identity: abstained (material is not an identity claim) ; vocabulary: 1.00 ('composite' is a declared term for material)"
543302146,ATTRIBUTE_LABEL 5,baluster_style,Baluster Style,,derived,yes,,,
543302146,ATTRIBUTE_LABEL 6,orientation,Orientation,,derived,yes,,,
543302146,ATTRIBUTE_LABEL 7,colour,Color,,derived,yes,,,
543302146,ATTRIBUTE_LABEL 8,assembly,Assembly,,derived,yes,,,"dimensional: abstained (assembly is nominal, not a physical quantity) ; constraint: abstained (no constraint in decking.railing mentions assembly) ; identity: abstained (assembly is not an identity claim) ; vocabulary: 1.00 ('kit' is a declared term for assembly)"
543302146,ATTRIBUTE_VALUE 8,assembly,kit,,extracted,no,,Kit,"dimensional: abstained (assembly is nominal, not a physical quantity) ; constraint: abstained (no constraint in decking.railing mentions assembly) ; identity: abstained (assembly is not an identity claim) ; vocabulary: 1.00 ('kit' is a declared term for assembly)"
543302146,UNSPSC,,30151800,,routed,yes,,Balusters | Rail | Horiz | Kit | T-Rail,
73019603,Dept,,Building Materials,,routed,yes,,Rail | Kit | Finyline,
73019603,Class,,Decking & Railing,,routed,yes,,Rail | Kit | Finyline,
73019603,Fine,,Railing Systems & Components,,routed,yes,,Rail | Kit | Finyline,
73019603,Mfg_Part_Num,,73019603,,passthrough,yes,,,
73019603,Part_Desc,,Finyline Wh 6' Fl Rail Kit Sq,,passthrough,yes,,,
73019603,E1_Brand,,-- Unbranded --,,passthrough,yes,,,
73019603,Unilog_Brand,,-- No Unilog Brand --,,passthrough,yes,,,
73019603,DIB_Brand,,-- No DIB Brand --,,passthrough,yes,,,
73019603,Part_Manuf,,-,,passthrough,yes,,,
73019603,MANUFACTURER_PART_NUMBER,,73019603,,passthrough,yes,,,
73019603,Classpath,,Building Materials>Decking & Porch>Railing,,routed,yes,,Rail | Kit | Finyline,
73019603,MOBILE_DESC,,"Railing System, 73019603, 36 in Height, Wh, square Baluster Style",,composed,yes,,in | Wh | Sq,
73019603,INVOICE_DESC,,RAILING SYSTEM 36IN WH SQUARE FL KIT,,composed,yes,,in | Wh | Sq | Fl | Kit,
73019603,SHORT_DESC,,"73019603 Railing System, 36 in Height, Wh, square Baluster Style, Fl Orientation, kit Assembly",,composed,yes,,in | Wh | Sq | Fl | Kit,
73019603,LONG_DESC1,,"Railing System, 36 in Height, Wh, square Baluster Style, Fl Orientation, kit Assembly",,composed,yes,,in | Wh | Sq | Fl | Kit,
73019603,RETAIL_DESC,,"Railing System, 36 in Height, Wh, square Baluster Style, Fl Orientation, kit Assembly",,composed,yes,,in | Wh | Sq | Fl | Kit,
73019603,ITEM_FEATURES_1,,36 in,,composed,yes,,in,
73019603,ATTRIBUTE_LABEL 1,component_type,Product Name,,derived,yes,,,
73019603,ATTRIBUTE_LABEL 2,length,Length,,derived,yes,,,
73019603,ATTRIBUTE_LABEL 3,height,Height,,derived,yes,,,"dimensional: 1.00 (36 inch is dimensionally valid for height (length)) ; constraint: 0.70 (1 of 2 constraint(s) on height held; 1 could not be evaluated for lack of co-referenced values) ; identity: abstained (height is not an identity claim) ; vocabulary: abstained (height is quantity, not a controlled term)"
73019603,ATTRIBUTE_VALUE 3,height,36,,extracted,no,,in,"dimensional: 1.00 (36 inch is dimensionally valid for height (length)) ; constraint: 0.70 (1 of 2 constraint(s) on height held; 1 could not be evaluated for lack of co-referenced values) ; identity: abstained (height is not an identity claim) ; vocabulary: abstained (height is quantity, not a controlled term)"
73019603,ATTRIBUTE_UOM 3,height,in,,derived,no,,,"dimensional: 1.00 (36 inch is dimensionally valid for height (length)) ; constraint: 0.70 (1 of 2 constraint(s) on height held; 1 could not be evaluated for lack of co-referenced values) ; identity: abstained (height is not an identity claim) ; vocabulary: abstained (height is quantity, not a controlled term)"
73019603,ATTRIBUTE_LABEL 4,material,Material,,derived,yes,,,"dimensional: abstained (material is nominal, not a physical quantity) ; constraint: abstained (no constraint in decking.railing mentions material) ; identity: abstained (material is not an identity claim) ; vocabulary: 0.00 ('Wh' is not a term material accepts. This category allows 'aluminum', 'composite', 'PVC', 'steel', 'wood'. A plausible-sounding value outside the vocabulary is exactly the failure a confidence score does not catch.)"
73019603,ATTRIBUTE_VALUE 4,material,Wh,,extracted,no,,Wh,"dimensional: abstained (material is nominal, not a physical quantity) ; constraint: abstained (no constraint in decking.railing mentions material) ; identity: abstained (material is not an identity claim) ; vocabulary: 0.00 ('Wh' is not a term material accepts. This category allows 'aluminum', 'composite', 'PVC', 'steel', 'wood'. A plausible-sounding value outside the vocabulary is exactly the failure a confidence score does not catch.)"
73019603,ATTRIBUTE_LABEL 5,baluster_style,Baluster Style,,derived,yes,,,"dimensional: abstained (baluster_style is nominal, not a physical quantity) ; constraint: abstained (no constraint in decking.railing mentions baluster_style) ; identity: abstained (baluster_style is not an identity claim) ; vocabulary: 1.00 ('square' is a declared term for baluster_style)"
73019603,ATTRIBUTE_VALUE 5,baluster_style,square,,extracted,no,,Sq,"dimensional: abstained (baluster_style is nominal, not a physical quantity) ; constraint: abstained (no constraint in decking.railing mentions baluster_style) ; identity: abstained (baluster_style is not an identity claim) ; vocabulary: 1.00 ('square' is a declared term for baluster_style)"
73019603,ATTRIBUTE_LABEL 6,orientation,Orientation,,derived,yes,,,"dimensional: abstained (orientation is nominal, not a physical quantity) ; constraint: abstained (no constraint in decking.railing mentions orientation) ; identity: abstained (orientation is not an identity claim) ; vocabulary: 0.00 ('Fl' is not a term orientation accepts. This category allows 'horizontal', 'stair'. A plausible-sounding value outside the vocabulary is exactly the failure a confidence score does not catch.)"
73019603,ATTRIBUTE_VALUE 6,orientation,Fl,,extracted,no,,Fl,"dimensional: abstained (orientation is nominal, not a physical quantity) ; constraint: abstained (no constraint in decking.railing mentions orientation) ; identity: abstained (orientation is not an identity claim) ; vocabulary: 0.00 ('Fl' is not a term orientation accepts. This category allows 'horizontal', 'stair'. A plausible-sounding value outside the vocabulary is exactly the failure a confidence score does not catch.)"
73019603,ATTRIBUTE_LABEL 7,colour,Color,,derived,yes,,,
73019603,ATTRIBUTE_LABEL 8,assembly,Assembly,,derived,yes,,,"dimensional: abstained (assembly is nominal, not a physical quantity) ; constraint: abstained (no constraint in decking.railing mentions assembly) ; identity: abstained (assembly is not an identity claim) ; vocabulary: 1.00 ('kit' is a declared term for assembly)"
73019603,ATTRIBUTE_VALUE 8,assembly,kit,,extracted,no,,Kit,"dimensional: abstained (assembly is nominal, not a physical quantity) ; constraint: abstained (no constraint in decking.railing mentions assembly) ; identity: abstained (assembly is not an identity claim) ; vocabulary: 1.00 ('kit' is a declared term for assembly)"
73019603,UNSPSC,,30151800,,routed,yes,,Rail | Kit | Finyline,
