SKU,Column,Attribute,Value,UOM,Provenance,Certified,Nonconformity,Source Quote,Verifier Signals
DBD090094101F,ITEM_FEATURES_1,,9 in,,composed,yes,,9,
DBD090094101F,Application,material_application,metal,,derived,yes,,Metal,"dimensional: abstained (material_application is nominal, not a physical quantity) ; constraint: abstained (no constraint in abrasive.cutoff_disc mentions material_application) ; identity: abstained (material_application is not an identity claim) ; vocabulary: 1.00 ('metal' is a declared term for material_application)"
DBD090094101F,ATTRIBUTE_LABEL 1,disc_diameter,Diameter,,derived,yes,,,"dimensional: 0.55 ('9' carries no unit; assuming millimeter. Unlabelled numbers are how inch/millimetre errors enter a catalog.) ; constraint: 0.70 (1 of 3 constraint(s) on disc_diameter held; 2 could not be evaluated for lack of co-referenced values) ; identity: abstained (disc_diameter is not an identity claim) ; vocabulary: abstained (disc_diameter is quantity, not a controlled term)"
DBD090094101F,ATTRIBUTE_VALUE 1,disc_diameter,9,,extracted,no,,9,"dimensional: 0.55 ('9' carries no unit; assuming millimeter. Unlabelled numbers are how inch/millimetre errors enter a catalog.) ; constraint: 0.70 (1 of 3 constraint(s) on disc_diameter held; 2 could not be evaluated for lack of co-referenced values) ; identity: abstained (disc_diameter is not an identity claim) ; vocabulary: abstained (disc_diameter is quantity, not a controlled term)"
DBD090094101F,ATTRIBUTE_UOM 1,disc_diameter,in,,derived,no,,,"dimensional: 0.55 ('9' carries no unit; assuming millimeter. Unlabelled numbers are how inch/millimetre errors enter a catalog.) ; constraint: 0.70 (1 of 3 constraint(s) on disc_diameter held; 2 could not be evaluated for lack of co-referenced values) ; identity: abstained (disc_diameter is not an identity claim) ; vocabulary: abstained (disc_diameter is quantity, not a controlled term)"
DBD090094101F,ATTRIBUTE_LABEL 2,thickness,Thickness,,derived,yes,,,
DBD090094101F,ATTRIBUTE_LABEL 3,arbor_diameter,Arbor Size,,derived,yes,,,
DBD090094101F,ATTRIBUTE_LABEL 4,material_application,Application,,derived,yes,,,"dimensional: abstained (material_application is nominal, not a physical quantity) ; constraint: abstained (no constraint in abrasive.cutoff_disc mentions material_application) ; identity: abstained (material_application is not an identity claim) ; vocabulary: 1.00 ('metal' is a declared term for material_application)"
DBD090094101F,ATTRIBUTE_VALUE 4,material_application,metal,,extracted,no,,Metal,"dimensional: abstained (material_application is nominal, not a physical quantity) ; constraint: abstained (no constraint in abrasive.cutoff_disc mentions material_application) ; identity: abstained (material_application is not an identity claim) ; vocabulary: 1.00 ('metal' is a declared term for material_application)"
DBD090094101F,ATTRIBUTE_LABEL 5,wheel_type,Wheel Type,,derived,yes,,,"dimensional: abstained (wheel_type is nominal, not a physical quantity) ; constraint: abstained (no constraint in abrasive.cutoff_disc mentions wheel_type) ; identity: abstained (wheel_type is not an identity claim) ; vocabulary: 0.00 ('Cut-Off' is not a term wheel_type accepts. This category allows 'type 1 flat', 'type 27 depressed center', 'type 41 flat', 'type 42 depressed center'. A plausible-sounding value outside the vocabulary is exactly the failure a confidence score does not catch.)"
DBD090094101F,ATTRIBUTE_VALUE 5,wheel_type,Cut-Off,,extracted,no,,Cut-Off,"dimensional: abstained (wheel_type is nominal, not a physical quantity) ; constraint: abstained (no constraint in abrasive.cutoff_disc mentions wheel_type) ; identity: abstained (wheel_type is not an identity claim) ; vocabulary: 0.00 ('Cut-Off' is not a term wheel_type accepts. This category allows 'type 1 flat', 'type 27 depressed center', 'type 41 flat', 'type 42 depressed center'. A plausible-sounding value outside the vocabulary is exactly the failure a confidence score does not catch.)"
DBD090094101F,ATTRIBUTE_LABEL 6,abrasive_grain,Abrasive,,derived,yes,,,
DBD090094101F,ATTRIBUTE_LABEL 7,max_rpm,Maximum Speed,,derived,yes,,,
DBD090094101F,ATTRIBUTE_LABEL 8,pack_quantity,Quantity,,derived,yes,,,"dimensional: 0.55 ('1' carries no unit; assuming dimensionless. Unlabelled numbers are how inch/millimetre errors enter a catalog.) ; constraint: 1.00 (all 1 constraint(s) on pack_quantity hold) ; identity: abstained (pack_quantity is not an identity claim) ; vocabulary: abstained (pack_quantity is quantity, not a controlled term)"
DBD090094101F,ATTRIBUTE_VALUE 8,pack_quantity,1,,extracted,no,,1,"dimensional: 0.55 ('1' carries no unit; assuming dimensionless. Unlabelled numbers are how inch/millimetre errors enter a catalog.) ; constraint: 1.00 (all 1 constraint(s) on pack_quantity hold) ; identity: abstained (pack_quantity is not an identity claim) ; vocabulary: abstained (pack_quantity is quantity, not a controlled term)"
DBD090094101F,UNSPSC,,23101500,,routed,yes,,Cut-Off | Cut | Off | Disc | Metal | Diablo,
DBD090094101F,Selling Qty,pack_quantity,1,,derived,yes,,1,"dimensional: 0.55 ('1' carries no unit; assuming dimensionless. Unlabelled numbers are how inch/millimetre errors enter a catalog.) ; constraint: 1.00 (all 1 constraint(s) on pack_quantity hold) ; identity: abstained (pack_quantity is not an identity claim) ; vocabulary: abstained (pack_quantity is quantity, not a controlled term)"
DBD090094101F,Selling UOM,pack_quantity,EA,,derived,yes,,,"dimensional: 0.55 ('1' carries no unit; assuming dimensionless. Unlabelled numbers are how inch/millimetre errors enter a catalog.) ; constraint: 1.00 (all 1 constraint(s) on pack_quantity hold) ; identity: abstained (pack_quantity is not an identity claim) ; vocabulary: abstained (pack_quantity is quantity, not a controlled term)"
DBDS12125A01F,Dept,,Tools & Equipment,,routed,yes,,Cut-Off | Cut | Off | Disc | Metal | Steel,
DBDS12125A01F,Class,,Power Tool Accessories,,routed,yes,,Cut-Off | Cut | Off | Disc | Metal | Steel,
DBDS12125A01F,Fine,,Cut-Off & Grinding Wheels,,routed,yes,,Cut-Off | Cut | Off | Disc | Metal | Steel,
DBDS12125A01F,Mfg_Part_Num,,DBDS12125A01F,,passthrough,yes,,,
DBDS12125A01F,Part_Desc,,"DBDS12125A01F Diablo 12"" - Steel Demon Metal Cut-Off Disc",,passthrough,yes,,,
DBDS12125A01F,E1_Brand,,-- Unbranded --,,passthrough,yes,,,
DBDS12125A01F,Unilog_Brand,,-- No Unilog Brand --,,passthrough,yes,,,
DBDS12125A01F,DIB_Brand,,-- No DIB Brand --,,passthrough,yes,,,
DBDS12125A01F,Part_Manuf,,Freud Inc (2435),,passthrough,yes,,,
DBDS12125A01F,MANUFACTURER_NAME,,Freud Inc,,passthrough,yes,,,
DBDS12125A01F,MANUFACTURER_PART_NUMBER,,DBDS12125A01F,,passthrough,yes,,,
DBDS12125A01F,Classpath,,Tools & Equipment>Power Tool Accessories>Abrasive Wheels,,routed,yes,,Cut-Off | Cut | Off | Disc | Metal | Steel,
DBDS12125A01F,MOBILE_DESC,,"Freud Inc, Cut-Off Wheel, DBDS12125A01F, 12 in Diameter, Steel Application",,composed,yes,,12 | Steel,
DBDS12125A01F,INVOICE_DESC,,CUT-OFF WHEEL 12IN STEEL 1,,composed,yes,,12 | Steel | 1,
DBDS12125A01F,SHORT_DESC,,"DBDS12125A01F Cut-Off Wheel, 12 in Diameter, Steel Application, Metal Cut-Off Wheel Type, 1 Quantity",,composed,yes,,12 | Steel | Metal Cut-Off | 1,
DBDS12125A01F,LONG_DESC1,,"Cut-Off Wheel, 12 in Diameter, Steel Application, Metal Cut-Off Wheel Type, 1 Quantity",,composed,yes,,12 | Steel | Metal Cut-Off | 1,
DBDS12125A01F,RETAIL_DESC,,"Cut-Off Wheel, 12 in Diameter, Steel Application, Metal Cut-Off Wheel Type, 1 Quantity",,composed,yes,,12 | Steel | Metal Cut-Off | 1,
DBDS12125A01F,ITEM_FEATURES_1,,12 in,,composed,yes,,12,
DBDS12125A01F,Application,material_application,Steel,,derived,yes,,Steel,"dimensional: abstained (material_application is nominal, not a physical quantity) ; constraint: abstained (no constraint in abrasive.cutoff_disc mentions material_application) ; identity: abstained (material_application is not an identity claim) ; vocabulary: 0.35 ('Steel' is not exactly a declared term for material_application but overlaps 'stainless steel'; the extra wording may be a real distinction or may be noise carried from the description)"
DBDS12125A01F,ATTRIBUTE_LABEL 1,disc_diameter,Diameter,,derived,yes,,,"dimensional: 0.55 ('12' carries no unit; assuming millimeter. Unlabelled numbers are how inch/millimetre errors enter a catalog.) ; constraint: 0.70 (1 of 3 constraint(s) on disc_diameter held; 2 could not be evaluated for lack of co-referenced values) ; identity: abstained (disc_diameter is not an identity claim) ; vocabulary: abstained (disc_diameter is quantity, not a controlled term)"
DBDS12125A01F,ATTRIBUTE_VALUE 1,disc_diameter,12,,extracted,no,,12,"dimensional: 0.55 ('12' carries no unit; assuming millimeter. Unlabelled numbers are how inch/millimetre errors enter a catalog.) ; constraint: 0.70 (1 of 3 constraint(s) on disc_diameter held; 2 could not be evaluated for lack of co-referenced values) ; identity: abstained (disc_diameter is not an identity claim) ; vocabulary: abstained (disc_diameter is quantity, not a controlled term)"
DBDS12125A01F,ATTRIBUTE_UOM 1,disc_diameter,in,,derived,no,,,"dimensional: 0.55 ('12' carries no unit; assuming millimeter. Unlabelled numbers are how inch/millimetre errors enter a catalog.) ; constraint: 0.70 (1 of 3 constraint(s) on disc_diameter held; 2 could not be evaluated for lack of co-referenced values) ; identity: abstained (disc_diameter is not an identity claim) ; vocabulary: abstained (disc_diameter is quantity, not a controlled term)"
DBDS12125A01F,ATTRIBUTE_LABEL 2,thickness,Thickness,,derived,yes,,,
DBDS12125A01F,ATTRIBUTE_LABEL 3,arbor_diameter,Arbor Size,,derived,yes,,,
DBDS12125A01F,ATTRIBUTE_LABEL 4,material_application,Application,,derived,yes,,,"dimensional: abstained (material_application is nominal, not a physical quantity) ; constraint: abstained (no constraint in abrasive.cutoff_disc mentions material_application) ; identity: abstained (material_application is not an identity claim) ; vocabulary: 0.35 ('Steel' is not exactly a declared term for material_application but overlaps 'stainless steel'; the extra wording may be a real distinction or may be noise carried from the description)"
DBDS12125A01F,ATTRIBUTE_VALUE 4,material_application,Steel,,extracted,no,,Steel,"dimensional: abstained (material_application is nominal, not a physical quantity) ; constraint: abstained (no constraint in abrasive.cutoff_disc mentions material_application) ; identity: abstained (material_application is not an identity claim) ; vocabulary: 0.35 ('Steel' is not exactly a declared term for material_application but overlaps 'stainless steel'; the extra wording may be a real distinction or may be noise carried from the description)"
DBDS12125A01F,ATTRIBUTE_LABEL 5,wheel_type,Wheel Type,,derived,yes,,,"dimensional: abstained (wheel_type is nominal, not a physical quantity) ; constraint: abstained (no constraint in abrasive.cutoff_disc mentions wheel_type) ; identity: abstained (wheel_type is not an identity claim) ; vocabulary: 0.00 ('Metal Cut-Off' is not a term wheel_type accepts. This category allows 'type 1 flat', 'type 27 depressed center', 'type 41 flat', 'type 42 depressed center'. A plausible-sounding value outside the vocabulary is exactly the failure a confidence score does not catch.)"
DBDS12125A01F,ATTRIBUTE_VALUE 5,wheel_type,Metal Cut-Off,,extracted,no,,Metal Cut-Off,"dimensional: abstained (wheel_type is nominal, not a physical quantity) ; constraint: abstained (no constraint in abrasive.cutoff_disc mentions wheel_type) ; identity: abstained (wheel_type is not an identity claim) ; vocabulary: 0.00 ('Metal Cut-Off' is not a term wheel_type accepts. This category allows 'type 1 flat', 'type 27 depressed center', 'type 41 flat', 'type 42 depressed center'. A plausible-sounding value outside the vocabulary is exactly the failure a confidence score does not catch.)"
DBDS12125A01F,ATTRIBUTE_LABEL 6,abrasive_grain,Abrasive,,derived,yes,,,
DBDS12125A01F,ATTRIBUTE_LABEL 7,max_rpm,Maximum Speed,,derived,yes,,,
DBDS12125A01F,ATTRIBUTE_LABEL 8,pack_quantity,Quantity,,derived,yes,,,"dimensional: 0.55 ('1' carries no unit; assuming dimensionless. Unlabelled numbers are how inch/millimetre errors enter a catalog.) ; constraint: 1.00 (all 1 constraint(s) on pack_quantity hold) ; identity: abstained (pack_quantity is not an identity claim) ; vocabulary: abstained (pack_quantity is quantity, not a controlled term)"
DBDS12125A01F,ATTRIBUTE_VALUE 8,pack_quantity,1,,extracted,no,,1,"dimensional: 0.55 ('1' carries no unit; assuming dimensionless. Unlabelled numbers are how inch/millimetre errors enter a catalog.) ; constraint: 1.00 (all 1 constraint(s) on pack_quantity hold) ; identity: abstained (pack_quantity is not an identity claim) ; vocabulary: abstained (pack_quantity is quantity, not a controlled term)"
DBDS12125A01F,UNSPSC,,23101500,,routed,yes,,Cut-Off | Cut | Off | Disc | Metal | Steel,
DBDS12125A01F,Selling Qty,pack_quantity,1,,derived,yes,,1,"dimensional: 0.55 ('1' carries no unit; assuming dimensionless. Unlabelled numbers are how inch/millimetre errors enter a catalog.) ; constraint: 1.00 (all 1 constraint(s) on pack_quantity hold) ; identity: abstained (pack_quantity is not an identity claim) ; vocabulary: abstained (pack_quantity is quantity, not a controlled term)"
DBDS12125A01F,Selling UOM,pack_quantity,EA,,derived,yes,,,"dimensional: 0.55 ('1' carries no unit; assuming dimensionless. Unlabelled numbers are how inch/millimetre errors enter a catalog.) ; constraint: 1.00 (all 1 constraint(s) on pack_quantity hold) ; identity: abstained (pack_quantity is not an identity claim) ; vocabulary: abstained (pack_quantity is quantity, not a controlled term)"
DBDS12125G01F,Dept,,Tools & Equipment,,routed,yes,,Cut-Off | Cut | Off | Disc | Metal | Demon,
DBDS12125G01F,Class,,Power Tool Accessories,,routed,yes,,Cut-Off | Cut | Off | Disc | Metal | Demon,
DBDS12125G01F,Fine,,Cut-Off & Grinding Wheels,,routed,yes,,Cut-Off | Cut | Off | Disc | Metal | Demon,
DBDS12125G01F,Mfg_Part_Num,,DBDS12125G01F,,passthrough,yes,,,
DBDS12125G01F,Part_Desc,,"DBDS12125G01F Diablo 12""x20mm - Speed Demon Metal Cut-Off Disc",,passthrough,yes,,,
DBDS12125G01F,E1_Brand,,-- Unbranded --,,passthrough,yes,,,
DBDS12125G01F,Unilog_Brand,,-- No Unilog Brand --,,passthrough,yes,,,
DBDS12125G01F,DIB_Brand,,-- No DIB Brand --,,passthrough,yes,,,
DBDS12125G01F,Part_Manuf,,Freud Inc (2435),,passthrough,yes,,,
DBDS12125G01F,MANUFACTURER_NAME,,Freud Inc,,passthrough,yes,,,
DBDS12125G01F,MANUFACTURER_PART_NUMBER,,DBDS12125G01F,,passthrough,yes,,,
DBDS12125G01F,Classpath,,Tools & Equipment>Power Tool Accessories>Abrasive Wheels,,routed,yes,,Cut-Off | Cut | Off | Disc | Metal | Demon,
DBDS12125G01F,MOBILE_DESC,,"Freud Inc, Cut-Off Wheel, DBDS12125G01F, 12 in Diameter, 20 mm Thickness",,composed,yes,,12 | 20mm,
DBDS12125G01F,INVOICE_DESC,,CUT-OFF WHEEL 12IN 20MM METAL CUT-OFF,,composed,yes,,12 | 20mm | Metal | Cut-Off,
DBDS12125G01F,SHORT_DESC,,"DBDS12125G01F Cut-Off Wheel, 12 in Diameter, 20 mm Thickness, metal Application, Cut-Off Wheel Type",,composed,yes,,12 | 20mm | Metal | Cut-Off,
DBDS12125G01F,LONG_DESC1,,"Cut-Off Wheel, 12 in Diameter, 20 mm Thickness, metal Application, Cut-Off Wheel Type, Metal Cut-Off Disc Abrasive",,composed,yes,,12 | 20mm | Metal | Cut-Off | Metal Cut-Off Disc,
DBDS12125G01F,RETAIL_DESC,,"Cut-Off Wheel, 12 in Diameter, 20 mm Thickness, metal Application, Cut-Off Wheel Type, Metal Cut-Off Disc Abrasive",,composed,yes,,12 | 20mm | Metal | Cut-Off | Metal Cut-Off Disc,
DBDS12125G01F,ITEM_FEATURES_1,,12 in,,composed,yes,,12,
DBDS12125G01F,ITEM_FEATURES_2,,20 mm,,composed,yes,,20mm,
DBDS12125G01F,Application,material_application,metal,,derived,yes,,Metal,"dimensional: abstained (material_application is nominal, not a physical quantity) ; constraint: abstained (no constraint in abrasive.cutoff_disc mentions material_application) ; identity: abstained (material_application is not an identity claim) ; vocabulary: 1.00 ('metal' is a declared term for material_application)"
DBDS12125G01F,ATTRIBUTE_LABEL 1,disc_diameter,Diameter,,derived,yes,,,"dimensional: 0.55 ('12' carries no unit; assuming millimeter. Unlabelled numbers are how inch/millimetre errors enter a catalog.) ; constraint: 0.00 (disc_diameter violates thickness < disc_diameter [disc_diameter=12 mm, thickness=20 mm]. Values that are individually plausible but jointly impossible cannot be published at any confidence level.) ; identity: abstained (disc_diameter is not an identity claim) ; vocabulary: abstained (disc_diameter is quantity, not a controlled term)"
DBDS12125G01F,ATTRIBUTE_VALUE 1,disc_diameter,12,,extracted,no,,12,"dimensional: 0.55 ('12' carries no unit; assuming millimeter. Unlabelled numbers are how inch/millimetre errors enter a catalog.) ; constraint: 0.00 (disc_diameter violates thickness < disc_diameter [disc_diameter=12 mm, thickness=20 mm]. Values that are individually plausible but jointly impossible cannot be published at any confidence level.) ; identity: abstained (disc_diameter is not an identity claim) ; vocabulary: abstained (disc_diameter is quantity, not a controlled term)"
DBDS12125G01F,ATTRIBUTE_UOM 1,disc_diameter,in,,derived,no,,,"dimensional: 0.55 ('12' carries no unit; assuming millimeter. Unlabelled numbers are how inch/millimetre errors enter a catalog.) ; constraint: 0.00 (disc_diameter violates thickness < disc_diameter [disc_diameter=12 mm, thickness=20 mm]. Values that are individually plausible but jointly impossible cannot be published at any confidence level.) ; identity: abstained (disc_diameter is not an identity claim) ; vocabulary: abstained (disc_diameter is quantity, not a controlled term)"
DBDS12125G01F,ATTRIBUTE_LABEL 2,thickness,Thickness,,derived,yes,,,"dimensional: 1.00 (20 millimeter is dimensionally valid for thickness (length)) ; constraint: 0.00 (thickness violates thickness < disc_diameter [disc_diameter=12 mm, thickness=20 mm]. Values that are individually plausible but jointly impossible cannot be published at any confidence level.) ; identity: abstained (thickness is not an identity claim) ; vocabulary: abstained (thickness is quantity, not a controlled term)"
DBDS12125G01F,ATTRIBUTE_VALUE 2,thickness,20,,extracted,no,,20mm,"dimensional: 1.00 (20 millimeter is dimensionally valid for thickness (length)) ; constraint: 0.00 (thickness violates thickness < disc_diameter [disc_diameter=12 mm, thickness=20 mm]. Values that are individually plausible but jointly impossible cannot be published at any confidence level.) ; identity: abstained (thickness is not an identity claim) ; vocabulary: abstained (thickness is quantity, not a controlled term)"
DBDS12125G01F,ATTRIBUTE_UOM 2,thickness,mm,,derived,no,,,"dimensional: 1.00 (20 millimeter is dimensionally valid for thickness (length)) ; constraint: 0.00 (thickness violates thickness < disc_diameter [disc_diameter=12 mm, thickness=20 mm]. Values that are individually plausible but jointly impossible cannot be published at any confidence level.) ; identity: abstained (thickness is not an identity claim) ; vocabulary: abstained (thickness is quantity, not a controlled term)"
DBDS12125G01F,ATTRIBUTE_LABEL 3,arbor_diameter,Arbor Size,,derived,yes,,,
DBDS12125G01F,ATTRIBUTE_LABEL 4,material_application,Application,,derived,yes,,,"dimensional: abstained (material_application is nominal, not a physical quantity) ; constraint: abstained (no constraint in abrasive.cutoff_disc mentions material_application) ; identity: abstained (material_application is not an identity claim) ; vocabulary: 1.00 ('metal' is a declared term for material_application)"
DBDS12125G01F,ATTRIBUTE_VALUE 4,material_application,metal,,extracted,no,,Metal,"dimensional: abstained (material_application is nominal, not a physical quantity) ; constraint: abstained (no constraint in abrasive.cutoff_disc mentions material_application) ; identity: abstained (material_application is not an identity claim) ; vocabulary: 1.00 ('metal' is a declared term for material_application)"
DBDS12125G01F,ATTRIBUTE_LABEL 5,wheel_type,Wheel Type,,derived,yes,,,"dimensional: abstained (wheel_type is nominal, not a physical quantity) ; constraint: abstained (no constraint in abrasive.cutoff_disc mentions wheel_type) ; identity: abstained (wheel_type is not an identity claim) ; vocabulary: 0.00 ('Cut-Off' is not a term wheel_type accepts. This category allows 'type 1 flat', 'type 27 depressed center', 'type 41 flat', 'type 42 depressed center'. A plausible-sounding value outside the vocabulary is exactly the failure a confidence score does not catch.)"
DBDS12125G01F,ATTRIBUTE_VALUE 5,wheel_type,Cut-Off,,extracted,no,,Cut-Off,"dimensional: abstained (wheel_type is nominal, not a physical quantity) ; constraint: abstained (no constraint in abrasive.cutoff_disc mentions wheel_type) ; identity: abstained (wheel_type is not an identity claim) ; vocabulary: 0.00 ('Cut-Off' is not a term wheel_type accepts. This category allows 'type 1 flat', 'type 27 depressed center', 'type 41 flat', 'type 42 depressed center'. A plausible-sounding value outside the vocabulary is exactly the failure a confidence score does not catch.)"
DBDS12125G01F,ATTRIBUTE_LABEL 6,abrasive_grain,Abrasive,,derived,yes,,,"dimensional: abstained (abrasive_grain is nominal, not a physical quantity) ; constraint: abstained (no constraint in abrasive.cutoff_disc mentions abrasive_grain) ; identity: abstained (abrasive_grain is not an identity claim) ; vocabulary: 0.00 ('Metal Cut-Off Disc' is not a term abrasive_grain accepts. This category allows 'aluminum oxide', 'zirconia alumina', 'ceramic', 'silicon carbide', 'diamond'. A plausible-sounding value outside the vocabulary is exactly the failure a confidence score does not catch.)"
DBDS12125G01F,ATTRIBUTE_VALUE 6,abrasive_grain,Metal Cut-Off Disc,,extracted,no,,Metal Cut-Off Disc,"dimensional: abstained (abrasive_grain is nominal, not a physical quantity) ; constraint: abstained (no constraint in abrasive.cutoff_disc mentions abrasive_grain) ; identity: abstained (abrasive_grain is not an identity claim) ; vocabulary: 0.00 ('Metal Cut-Off Disc' is not a term abrasive_grain accepts. This category allows 'aluminum oxide', 'zirconia alumina', 'ceramic', 'silicon carbide', 'diamond'. A plausible-sounding value outside the vocabulary is exactly the failure a confidence score does not catch.)"
DBDS12125G01F,ATTRIBUTE_LABEL 7,max_rpm,Maximum Speed,,derived,yes,,,
DBDS12125G01F,ATTRIBUTE_LABEL 8,pack_quantity,Quantity,,derived,yes,,,
DBDS12125G01F,UNSPSC,,23101500,,routed,yes,,Cut-Off | Cut | Off | Disc | Metal | Demon,
DBDS14125A01F,Dept,,Tools & Equipment,,routed,yes,,Cut-Off | Cut | Off | Disc | Metal | Steel,
DBDS14125A01F,Class,,Power Tool Accessories,,routed,yes,,Cut-Off | Cut | Off | Disc | Metal | Steel,
DBDS14125A01F,Fine,,Cut-Off & Grinding Wheels,,routed,yes,,Cut-Off | Cut | Off | Disc | Metal | Steel,
DBDS14125A01F,Mfg_Part_Num,,DBDS14125A01F,,passthrough,yes,,,
DBDS14125A01F,Part_Desc,,"DBDS14125A01F Diablo 14""x1"" - Steel Demon Metal Cut-Off Disc",,passthrough,yes,,,
DBDS14125A01F,E1_Brand,,-- Unbranded --,,passthrough,yes,,,
DBDS14125A01F,Unilog_Brand,,-- No Unilog Brand --,,passthrough,yes,,,
DBDS14125A01F,DIB_Brand,,-- No DIB Brand --,,passthrough,yes,,,
DBDS14125A01F,Part_Manuf,,Freud Inc (2435),,passthrough,yes,,,
DBDS14125A01F,MANUFACTURER_NAME,,Freud Inc,,passthrough,yes,,,
DBDS14125A01F,MANUFACTURER_PART_NUMBER,,DBDS14125A01F,,passthrough,yes,,,
DBDS14125A01F,Classpath,,Tools & Equipment>Power Tool Accessories>Abrasive Wheels,,routed,yes,,Cut-Off | Cut | Off | Disc | Metal | Steel,
DBDS14125A01F,MOBILE_DESC,,"Freud Inc, Cut-Off Wheel, DBDS14125A01F, 14 in Diameter, 1 in Thickness",,composed,yes,,14 | 1,
DBDS14125A01F,INVOICE_DESC,,CUT-OFF WHEEL 14IN 1IN STEEL 1,,composed,yes,,14 | 1 | Steel,
DBDS14125A01F,SHORT_DESC,,"DBDS14125A01F Cut-Off Wheel, 14 in Diameter, 1 in Thickness, Steel Application, Metal Cut-Off Wheel Type, 1 Quantity",,composed,yes,,14 | 1 | Steel | Metal Cut-Off,
DBDS14125A01F,LONG_DESC1,,"Cut-Off Wheel, 14 in Diameter, 1 in Thickness, Steel Application, Metal Cut-Off Wheel Type, 1 Quantity",,composed,yes,,14 | 1 | Steel | Metal Cut-Off,
DBDS14125A01F,RETAIL_DESC,,"Cut-Off Wheel, 14 in Diameter, 1 in Thickness, Steel Application, Metal Cut-Off Wheel Type, 1 Quantity",,composed,yes,,14 | 1 | Steel | Metal Cut-Off,
DBDS14125A01F,ITEM_FEATURES_1,,14 in,,composed,yes,,14,
DBDS14125A01F,ITEM_FEATURES_2,,1 in,,composed,yes,,1,
DBDS14125A01F,Application,material_application,Steel,,derived,yes,,Steel,"dimensional: abstained (material_application is nominal, not a physical quantity) ; constraint: abstained (no constraint in abrasive.cutoff_disc mentions material_application) ; identity: abstained (material_application is not an identity claim) ; vocabulary: 0.35 ('Steel' is not exactly a declared term for material_application but overlaps 'stainless steel'; the extra wording may be a real distinction or may be noise carried from the description)"
DBDS14125A01F,ATTRIBUTE_LABEL 1,disc_diameter,Diameter,,derived,yes,,,"dimensional: 0.55 ('14' carries no unit; assuming millimeter. Unlabelled numbers are how inch/millimetre errors enter a catalog.) ; constraint: 0.70 (2 of 3 constraint(s) on disc_diameter held; 1 could not be evaluated for lack of co-referenced values) ; identity: abstained (disc_diameter is not an identity claim) ; vocabulary: abstained (disc_diameter is quantity, not a controlled term)"
DBDS14125A01F,ATTRIBUTE_VALUE 1,disc_diameter,14,,extracted,no,,14,"dimensional: 0.55 ('14' carries no unit; assuming millimeter. Unlabelled numbers are how inch/millimetre errors enter a catalog.) ; constraint: 0.70 (2 of 3 constraint(s) on disc_diameter held; 1 could not be evaluated for lack of co-referenced values) ; identity: abstained (disc_diameter is not an identity claim) ; vocabulary: abstained (disc_diameter is quantity, not a controlled term)"
DBDS14125A01F,ATTRIBUTE_UOM 1,disc_diameter,in,,derived,no,,,"dimensional: 0.55 ('14' carries no unit; assuming millimeter. Unlabelled numbers are how inch/millimetre errors enter a catalog.) ; constraint: 0.70 (2 of 3 constraint(s) on disc_diameter held; 1 could not be evaluated for lack of co-referenced values) ; identity: abstained (disc_diameter is not an identity claim) ; vocabulary: abstained (disc_diameter is quantity, not a controlled term)"
DBDS14125A01F,ATTRIBUTE_LABEL 2,thickness,Thickness,,derived,yes,,,"dimensional: 0.55 ('1' carries no unit; assuming millimeter. Unlabelled numbers are how inch/millimetre errors enter a catalog.) ; constraint: 0.70 (1 of 2 constraint(s) on thickness held; 1 could not be evaluated for lack of co-referenced values) ; identity: abstained (thickness is not an identity claim) ; vocabulary: abstained (thickness is quantity, not a controlled term)"
DBDS14125A01F,ATTRIBUTE_VALUE 2,thickness,1,,extracted,no,,1,"dimensional: 0.55 ('1' carries no unit; assuming millimeter. Unlabelled numbers are how inch/millimetre errors enter a catalog.) ; constraint: 0.70 (1 of 2 constraint(s) on thickness held; 1 could not be evaluated for lack of co-referenced values) ; identity: abstained (thickness is not an identity claim) ; vocabulary: abstained (thickness is quantity, not a controlled term)"
DBDS14125A01F,ATTRIBUTE_UOM 2,thickness,in,,derived,no,,,"dimensional: 0.55 ('1' carries no unit; assuming millimeter. Unlabelled numbers are how inch/millimetre errors enter a catalog.) ; constraint: 0.70 (1 of 2 constraint(s) on thickness held; 1 could not be evaluated for lack of co-referenced values) ; identity: abstained (thickness is not an identity claim) ; vocabulary: abstained (thickness is quantity, not a controlled term)"
DBDS14125A01F,ATTRIBUTE_LABEL 3,arbor_diameter,Arbor Size,,derived,yes,,,
DBDS14125A01F,ATTRIBUTE_LABEL 4,material_application,Application,,derived,yes,,,"dimensional: abstained (material_application is nominal, not a physical quantity) ; constraint: abstained (no constraint in abrasive.cutoff_disc mentions material_application) ; identity: abstained (material_application is not an identity claim) ; vocabulary: 0.35 ('Steel' is not exactly a declared term for material_application but overlaps 'stainless steel'; the extra wording may be a real distinction or may be noise carried from the description)"
DBDS14125A01F,ATTRIBUTE_VALUE 4,material_application,Steel,,extracted,no,,Steel,"dimensional: abstained (material_application is nominal, not a physical quantity) ; constraint: abstained (no constraint in abrasive.cutoff_disc mentions material_application) ; identity: abstained (material_application is not an identity claim) ; vocabulary: 0.35 ('Steel' is not exactly a declared term for material_application but overlaps 'stainless steel'; the extra wording may be a real distinction or may be noise carried from the description)"
